"data-id","Công nghệ CPU","Số nhân","Số luồng","Tốc độ CPU","Tốc độ tối đa","RAM","Loại RAM","Tốc độ Bus RAM","Hỗ trợ RAM tối đa","Ổ cứng","Màn hình","Độ phân giải","Tần số quét","Độ phủ màu","Công nghệ màn hình","Card màn hình","Công nghệ âm thanh","Cổng giao tiếp","Kết nối không dây","Webcam","Đèn bàn phím","Kích thước","Chất liệu","Thông tin Pin","Hệ điều hành","Thời điểm ra mắt","Khe đọc thẻ nhớ","Tính năng khác","Tản nhiệt","Màn hình cảm ứng","NPU","Hiệu năng xử lý AI (TOPS)"
"327980","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","64 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD (1920 x 1080)","60Hz","45% NTSC","Chống chói Anti Glare 250 nits","Card tích hợp - Intel Iris Xe Graphics","Realtek Audio","LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB 3.2 (Always on) 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","Full HD Webcam","Không có đèn","Dài 322.17 mm - Rộng 219.43 mm - Dày 19.37 mm - 1.54 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2024",,"Bản lề mở 180 độ Công tắc khóa camera",,,,
"326861","Intel Core i5 Alder Lake - 12450H","8","12","2GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","64 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare","Card rời - NVIDIA GeForce RTX 4050, 6 GB","Hi-Res Audio Nahimic Audio","LAN (RJ45) Jack tai nghe 3.5 mm 1x Mic-in 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu đỏ","Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg","Nắp lưng và chiếu nghỉ tay bằng kim loại","3-cell Li-ion, 52.4 Wh","Windows 11 Home SL","2023",,,"Cooler Boost",,,
"334446","Intel Core i7 Raptor Lake - 13620H","10","16","2.4GHz","Turbo Boost 4.9 GHz","24 GB","DDR5 2 khe (1 khe 8 GB onboard + 1 khe 16 GB)","4800 MHz","24 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.3""","WUXGA","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel UHD Graphics","Dolby Audio","USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2) 2 x USB 3.2 HDMI 1 x Headphone/microphone combo","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Không có đèn","Dài 343.4 mm - Rộng 239.5 mm - Dày 17.9 mm - 1.63 kg","Vỏ nhựa - nắp lưng bằng kim loại","60 Wh","Windows 11 Home SL","2024","SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Công tắc khóa camera",,,,
"325480","Intel Core i5 Raptor Lake - 13500H","12","16","2.6GHz","Turbo Boost 4.7 GHz","16 GB","LPDDR5X (Onboard)","4266 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe Gen 4.0","14""","2.8K (2880 x 1800) - OLED 16:10","90 Hz","100% DCI-P3","Thời gian phản hồi 0.2 ms Màn hình bảo vệ mắt - EYE CARE Chuẩn DisplayHDR True Black 600 Low Blue Light Màn hình OLED 400 nits 600 nits (Khi bật HDR) 1.07 tỷ màu","Card tích hợp - Intel Iris Xe Graphics","Công nghệ Smart AMP Audio by Harman/Kardon Dolby Atmos","Jack tai nghe 3.5 mm 1 x USB 3.2 HDMI 2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam","Đơn sắc - Màu trắng","Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm - 1.39 kg","Vỏ kim loại - Nhôm","4-cell Li-ion, 75 Wh","Windows 11 Home SL","2024","Micro SD","Độ bền chuẩn quân đội MIL STD 810H Tiêu chuẩn Nền Intel Evo Bản lề mở 180 độ Bảo mật vân tay Numberpad",,,,
"322634","Apple M3 - Hãng không công bố","8","Hãng không công bố","100GB/s","Hãng không công bố","16 GB","Hãng không công bố","Hãng không công bố","Không hỗ trợ nâng cấp","512 GB SSD","13.6""","Liquid Retina (2560 x 1664)","Hãng không công bố",,"Wide color (P3) 500 nits brightness True Tone Technology 1 tỷ màu","Card tích hợp - 10 nhân GPU","Spatial Audio 3 microphones 4 Loa Dolby Atmos","MagSafe 3 Jack tai nghe 3.5 mm 2 x Thunderbolt 3 / USB 4 (lên đến 40 Gb/s)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Full HD Webcam","Đơn sắc - Màu trắng","Dài 304.1 mm - Rộng 215 mm - Dày 11.3 mm - 1.24 kg","Vỏ nhôm tái chế 100%","Lên đến 18 giờ","macOS Sonoma","2024",,"Bảo mật vân tay",,,,
"325699","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Acer ComfyView 250 nits","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Acer Purified Voice","LAN (RJ45) Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, Thunderbolt 4)","Wi-Fi 6E (802.11ax) Bluetooth 5.1","Full HD Webcam","Đơn sắc - Màu trắng","Dài 361 mm - Rộng 237 mm - Dày 17.9 mm - 1.7 kg","Vỏ nhựa - nắp lưng bằng kim loại","50 Wh","Windows 11 Home SL","2024",,"Bảo mật vân tay",,,,
"333424","Intel Core Ultra 5 Meteor Lake - 125H","14","18","1.2GHz","Turbo Boost 4.5 GHz","16 GB","LPDDR5X (Onboard)","Lên đến 8533 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+","60Hz","45% NTSC","TFT Chống chói Anti Glare LED Backlit Acer ComfyView","Card tích hợp - Intel Arc Graphics","Acer Purified Voice Acer TrueHarmony","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 2 x USB Type-C (hỗ trợ USB 4, Thunderbolt 4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 359.7 mm - Rộng 253.22 mm - Dày 17.9 mm - 1.64 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell, 53Wh","Windows 11 Home SL","2024",,"Bản lề mở 180 độ Bảo mật vân tay",,,"Intel AI Boost",
"330075","Intel Core i5 Alder Lake - 1235U","10","12","1.3GHz","Turbo Boost 4.4 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","2666 MHz","16 GB","512 GB SSD NVMe PCIe Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","120Hz",,"Chống chói Anti Glare WVA","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Realtek Audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD",,,,,
"330162","AMD Ryzen 7 - 7435HS","8","16","3.1GHz","Turbo Boost 4.5 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz","62.5% sRGB 47.34% Adobe RGB 45% NTSC","Tấm nền IPS Chống chói Anti Glare Adaptive-Sync 250 nits","Card rời - NVIDIA GeForce RTX 2050, 4 GB","Hi-Res Audio DTS Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C 3.2 (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - 2.3 kg","Vỏ nhựa","3-cell, 48Wh","Windows 11 Home SL","2024",,,,,,
"310839","Intel Core i5 Raptor Lake - 13500H","12","16","2.6GHz","Turbo Boost 4.7 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","24 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080) OLED","60Hz","100% DCI-P3","Độ sáng 600 nits Thời gian phản hồi 0.2 ms Màn hình bảo vệ mắt - EYE CARE Chuẩn DisplayHDR True Black 600 Low Blue Light Màn hình OLED 1.07 tỷ màu","Card tích hợp - Intel Iris Xe Graphics","SonicMaster audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI 1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - 1.7 kg","Vỏ nhựa","3-cell, 50Wh","Windows 11 Home SL","2023",,"Lớp phủ ASUS Antimicrobial Guard Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera","Tản nhiệt ASUS IceCool Plus Quạt IceBlade 87 cánh",,,
"334996","Intel Core i5 Raptor Lake - 1334U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","4800 MHz","64 GB","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","WUXGA","60Hz","45% NTSC","Tấm nền IPS LED Backlit Acer ComfyView Độ sáng 300 nits","Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi)","Stereo speakers","Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5","Full HD Webcam","Không có đèn","Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg","Vỏ nhựa - nắp lưng bằng kim loại","3-cell Li-ion, 58 Wh","Windows 11 Home SL","2024","Micro SD","Công tắc khóa camera",,,,
"311177","Intel Core i7 Raptor Lake - 1355U","10","12","1.7GHz","Turbo Boost 5.0 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","32 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - Intel Iris Xe Graphics","Audio by B&O Realtek High Definition Audio HP Audio Boost","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 360.2 mm - Rộng 234 mm - Dày 18 mm - 1.69 kg","Vỏ kim loại - Nắp lưng bằng nhựa","3-cell, 41Wh","Windows 11 Home SL","2023",,,,,,
"327051","AMD Ryzen 7 - 7435HS","8","16","3.1GHz","Turbo Boost 4.5 GHz","24 GB","DDR5 2 khe (1 khe 12 GB + 1 khe 12 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz","100% sRGB","Low Blue Light G-Sync Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card rời - NVIDIA GeForce RTX 4050, 6 GB","Nahimic Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Đơn sắc - Màu trắng","Dài 359.86 mm - Rộng 258.7 mm - Dày 23.9 mm - 2.38 kg","Vỏ nhựa","60 Wh","Windows 11 Home SL","2024",,"TPM 2.0 AI Chip LA1 Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Công tắc khóa camera",,,,
"330932","Intel Core i7 Raptor Lake - 13620H","10","16","2.4GHz","Turbo Boost 4.9 GHz","32 GB","DDR4 2 khe (1 khe 16 GB + 1 khe 16 GB)","3200 MHz","64 GB","512 GB SSD NVMe PCIe Gen 4.0 Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 3050, 4 GB","Nahimic Audio","LAN (RJ45) 1x Mic-in 1x Headphone-out 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu xanh","Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg","Nắp lưng và chiếu nghỉ tay bằng kim loại","3-cell Li-ion, 52.4 Wh","Windows 11 Home SL","2024",,"TPM 2.0",,,,
"328815","AMD Ryzen 5 - 8640HS","6","12","3.5 GHz","Turbo Boost 4.9 GHz","16 GB","LPDDR5 (Onboard)","6400 MHz","Không hỗ trợ nâng cấp","512 GB SSD NVMe PCIe Gen 4.0","14""","2.8K (2880 x 1800) - OLED 16:10","60Hz","100% DCI-P3","Thời gian phản hồi 0.2 ms Low Blue Light Màn hình OLED 400 nits 500 nits (Khi bật HDR) 1.07 tỷ màu","Card tích hợp - AMD Radeon Graphics","HP Audio Boost DTS:X ULTRA","HDMI 2 x USB Type-A 1 x Headphone/microphone combo 2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","Camera IR 5 MP","Đơn sắc - Màu trắng","Dài 313.3 mm - Rộng 218.9 mm - Dày 16.9 mm - 1.39 kg","Vỏ kim loại","3-cell Li-ion, 59 Wh","Windows 11 Home SL","2024",,"Màn hình gập 360 độ Công tắc khóa camera Mở khóa khuôn mặt",,"Cảm ứng","AMD XDNA","Lên đến 16 TOPS"
"330578","AMD Ryzen 7 - 7435HS","8","16","3.1GHz","Turbo Boost 4.5 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","5600 MHz","32 GB","512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""","Full HD (1920 x 1080)","144Hz","62.5% sRGB 47.34% Adobe RGB 45% NTSC","Chống chói Anti Glare Adaptive-Sync 250 nits","Card rời - NVIDIA GeForce RTX 3050, 4 GB","Hi-Res Audio DTS Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 359 mm - Rộng 256 mm - Dày 24.5 mm - 2.3 kg","Vỏ nhựa","3-cell, 48Wh","Windows 11 Home SL","2024",,"Độ bền chuẩn quân đội MIL STD 810H",,,,
"328473","Intel Core i5 Raptor Lake - 1335U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","2666 MHz","16 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","120Hz",,"Chống chói Anti Glare WVA","Card tích hợp - Intel Iris Xe Graphics","Realtek High Definition Audio","USB Type-C 1 x USB 2.0 1 x USB 3.2 HDMI 1 x Headphone/microphone combo LAN (RJ45)","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn","2024","SD",,,,,
"326279","Intel Core i5 Alder Lake - 12450H","8","12","2GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","64 GB","512 GB SSD NVMe PCIe Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 3050, 4 GB","Hi-Res Audio DTS Audio","LAN (RJ45) Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ DisplayPort 1.4)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Đơn sắc - Màu xanh","Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - 1.86 kg","Vỏ nhựa","3-cell Li-ion, 52.4 Wh","Windows 11 Home SL","2024",,,,,,
"333423","Intel Core i5 Raptor Lake - 1334U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","4800 MHz","64 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+","60Hz","45% NTSC","TFT Tấm nền IPS LED Backlit Acer ComfyView","Card tích hợp - Intel Iris Xe Graphics","Stereo speakers","Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5","Full HD Webcam","Không có đèn","Dài 357.6 mm - Rộng 247 mm - Dày 18.9 mm - 1.7 kg","Vỏ nhựa","3-cell Li-ion, 58 Wh","Windows 11 Home SL","2024","Micro SD","Bản lề mở 180 độ",,,,
"318165","Intel Core i3 Tiger Lake - 1115G4","2","4","3GHz","Turbo Boost 4.1 GHz","8 GB","DDR4 2 khe (1 khe 8 GB + 1 khe rời)","3200 MHz","16 GB","512 GB SSD NVMe PCIe","14""","Full HD (1920 x 1080)","60Hz",,"Wled-backlit Chống chói Anti Glare","Card tích hợp - Intel UHD Graphics","Realtek High Definition Audio","USB Type-C Jack tai nghe 3.5 mm HDMI LAN (RJ45) 2 x USB 3.1","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - 1.4 kg","Vỏ nhựa","3-cell, 41Wh","Windows 11 Home SL","2023",,"TPM 2.0",,,,
"334450","Intel Core i5 Raptor Lake - 13420H","8","12","2.1GHz","Turbo Boost 4.6 GHz","24 GB","DDR5 2 khe (1 khe 8 GB onboard + 1 khe 16 GB)","4800 MHz","24 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16""","WUXGA","60Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel UHD Graphics","Dolby Audio","USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2) 2 x USB 3.2 HDMI 1 x Headphone/microphone combo","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Không có đèn","Dài 360 mm - Rộng 251 mm - Dày 17.9 mm - 1.73 kg","Vỏ nhựa - nắp lưng bằng kim loại","60 Wh","Windows 11 Home SL","2024","SD","TPM 2.0 Độ bền chuẩn quân đội MIL STD 810H Công tắc khóa camera",,,,
"327872","AMD Ryzen 7 - 7435HS","8","16","3.1GHz","Turbo Boost 4.5 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","144Hz","100% sRGB 75.35% Adobe RGB 72% NTSC","G-Sync Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 4050, 6 GB","Hi-Res Audio Dolby Atmos","LAN (RJ45) Jack tai nghe 3.5 mm 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC) 2 x USB 3.2 HDMI 1 x USB Type-C USB 4 (hỗ trợ DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5.3","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - 2.2 kg","Vỏ nhựa","4-cell, 90Wh","Windows 11 Home SL","2024",,"MUX Switch NVIDIA Optimus Độ bền chuẩn quân đội MIL STD 810H",,,,
"309565","Intel Core i5 Alder Lake - 1240P","12","16","1.7GHz","Turbo Boost 4.4 GHz","16 GB","DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB)","3200 MHz","32 GB","512 GB SSD NVMe PCIe","15.6""","Full HD (1920 x 1080)","60Hz",,"BrightView Tấm nền IPS","Card tích hợp - Intel Iris Xe Graphics","Audio by B&O Realtek High Definition Audio","Jack tai nghe 3.5 mm 2 x USB 3.2 HDMI 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Bluetooth 5.2 Wi-Fi 6 (802.11ax)","HD webcam","Không có đèn","Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - 1.72 kg","Vỏ nhựa - chiếu nghỉ tay bằng kim loại","3-cell, 41Wh","Windows 11 Home SL","2022",,,,,,
"334689","Intel Core i5 Raptor Lake - 13500H","12","16","2.6GHz","Turbo Boost 4.7 GHz","16 GB","DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB)","4800 MHz","32 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","144Hz","45% NTSC","Tấm nền IPS Chống chói Anti Glare 250 nits","Card rời - NVIDIA GeForce RTX 4050, 6 GB","DTS:X ULTRA","Mini DisplayPort 1 x USB 2.0 1 x USB 3.2 HDMI 1 x Microphone jack 1 x Headphone/microphone combo LAN (RJ45) 2 x USB Type-C","Bluetooth 5.2 Wi-Fi 6E (802.11ax)","HD webcam","Đèn chuyển màu RGB - 1 vùng","Dài 360 mm - Rộng 238 mm - Dày 22.7 mm - 2.115 kg","Vỏ nhựa","4-cell, 54Wh","Windows 11 Home SL","2023","Micro SD",,,,,
"309375","Intel Core i5 Raptor Lake - 1335U","10","12","1.3GHz","Turbo Boost 4.6 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","40 GB","512 GB SSD NVMe PCIe","16""","WUXGA","60Hz",,"Tấm nền IPS Chống chói Anti Glare Độ sáng 300 nits","Card tích hợp - Intel Iris Xe Graphics","SonicMaster audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI 1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 358.7 mm - Rộng 249.5 mm - Dày 19.9 mm - 1.88 kg","Vỏ nhựa","3-cell, 42Wh","Windows 11 Home SL","2023",,"Lớp phủ ASUS Antimicrobial Guard Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera","Tản nhiệt ASUS IceCool Plus Quạt IceBlade 87 cánh",,,
"328949","Intel Core i5 Raptor Lake - 13500H","12","16","2.6GHz","Turbo Boost 4.7 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","24 GB","512 GB SSD NVMe PCIe","15.6""","2.8K (2880 x 1620) - OLED","120Hz","100% DCI-P3","Thời gian phản hồi 0.2 ms Màn hình bảo vệ mắt - EYE CARE Chuẩn DisplayHDR True Black 600 Low Blue Light Màn hình OLED 600 nits (Khi bật HDR) 1.07 tỷ màu","Card tích hợp - Intel Iris Xe Graphics","SonicMaster audio","Jack tai nghe 3.5 mm 1 x USB 2.0 2 x USB 3.2 HDMI 1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Wi-Fi 6E (802.11ax) Bluetooth 5.3","HD webcam","Không có đèn","Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm - 1.7 kg","Vỏ nhựa","3-cell, 50Wh","Windows 11 Home SL","2024",,"Lớp phủ ASUS Antimicrobial Guard Độ bền chuẩn quân đội MIL STD 810H Bản lề mở 180 độ Bảo mật vân tay Công tắc khóa camera",,,,
"313627","AMD Ryzen 7 - 5700U","8","16","1.8GHz","Turbo Boost 4.3 GHz","16 GB","DDR4 2 khe (8 GB onboard + 1 khe 8 GB)","3200 MHz","16 GB","512 GB SSD NVMe PCIe Gen 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))","15.6""","Full HD (1920 x 1080)","60Hz",,"Tấm nền IPS Chống chói Anti Glare 250 nits","Card tích hợp - AMD Radeon Graphics","Dolby Audio","Jack tai nghe 3.5 mm 1 x USB 2.0 1 x USB 3.2 HDMI 1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)","Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac","HD webcam","Không có đèn","Dài 360.2 mm - Rộng 236 mm - Dày 17.9 mm - 1.61 kg","Vỏ nhựa","42 Wh","Windows 11 Home SL","2023","SD","TPM 2.0 Bản lề mở 180 độ Công tắc khóa camera",,,,
"333421","Intel Core i7 Raptor Lake - 1355U","10","12","1.7GHz","Turbo Boost 5.0 GHz","16 GB","DDR5 2 khe (1 khe 16 GB + 1 khe rời)","4800 MHz","64 GB","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+","60Hz","45% NTSC","TFT Tấm nền IPS LED Backlit Acer ComfyView","Card tích hợp - Intel Iris Xe Graphics eligible","Stereo speakers","Jack tai nghe 3.5 mm 3 x USB 3.2 HDMI 1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)","Wi-Fi 6 (802.11ax) Bluetooth 5","Full HD Webcam","Không có đèn","Dài 357.6 mm - Rộng 247 mm - Dày 18.9 mm - 1.7 kg","Vỏ nhựa","3-cell Li-ion, 58 Wh","Windows 11 Home SL","2024","Micro SD","Bản lề mở 180 độ",,,,
